title_ar,description_ar,pages,published_year,author_name_ar,author_slug,genre,cover,isbn
الفوضويون,نشر أوسكار وايلد مسرحيته هذه عن الفوضويون منذ أكثر من ثمانين عاماً. أي قبل تبلور المذاهب الاشتراكية إلى أشكالها الحديثة السائدة في العالم الآن. وق د هدف منها -قبل كل شيء- إلى رسم صورة أدبية فنية لظاهرة سياسية معينة سادت المجتمع الأوروبي آنذاك وأثرت فيه أعظ عرضد هدف منها -قبل كل شيء- إلى رسم صورة أدبية فنية لظاهرة سياسية معينة سادت المجتمع الأوروبي آنذاك وأثرت فيه أعظ,,,أوسكار وايلد,أوسكار-وايلد,فنون وثقافة, غلاف فني,
مسرحيات وليم شكسبير الكاملة,None,,,شكسبير,شكسبير,فنون وثقافة, غلاف عادي,
هملت مسرحية في خمسة فصول,None,,,وليم شكسبير,وليم-شكسبير,فنون وثقافة, غلاف عادي,
أغاني للحب والعمل,"هذا هو المسرح الذي نريده والذي نسعد عندما نراه، هكذا قال أحد العمال حين كان يتابع مسرحية ""أنشودة عمل"" للفرقة القومية للتمثيل من تأليف فاروق أوهان، وإخراج هاني في إحدى قاعات المنشأة العامة للصناعات الجلدية.المسرحية بفكرتها وإخراجها، وتمثيلها كانت في مستوى طموح عامل يشاهد مسرحاً بعد جهد عمل يوم كامل.إنها تجربة تختلف عن تجارب الفرقة القومية الأخرى، فهي مسرحية تفوقت على زميلاتها التي قدمت في هذا الموسم بمضمونها، وتجربتها الخ. عرضوإخراج هاني في إحدى قاعات المنشأة العامة للصناعات الجلدية.المسرحية بفكرتها وإخراجها، وتمثيلها كانت في مستوى طموح عامل يشاهد مسرحاً بعد جهد عمل يوم كامل.إنها تجربة تختلف عن تجارب الفرقة القومية الأخرى، فهي مسرحية تفوقت على زميلاتها التي قدمت في هذا الموسم بمضمونها، وتجربتها... الخ.",,,فاروق أوهان,فاروق-أوهان,فنون وثقافة, غلاف ورقي,
خطاب الصورة الدرامية,يعد الخطاب المسرحي عنصراً أساسياً من عناصر التأسيس المعرفي، وهو أداة تفاعلية تتفرد عن الفنون الأخرى بالقدرة الواسعة على بلوغ غاياتها وإيصالها بشكل دقيق وعميق ومؤثر إلى المتلقي. ومن مظاهر هذه القدرة التي يمتلكها الخطاب المسرحي هو ثراء أدواته الايصالية بين عرضدقيق وعميق ومؤثر إلى المتلقي. ومن مظاهر هذه القدرة التي يمتلكها الخطاب المسرحي هو ثراء أدواته الايصالية بين,,,حسن النخيلة,حسن-النخيلة,فنون وثقافة, غلاف ورقي,
الأقنعة ومسرحيات أخرى,إن غاية كاتب مسرحي مثل كريم جثير هو في جعل النصوص نصوصاً تامة بذاتها، ونصوصاً ـ كذلك ـ قابلة للتجاوب والاختلاف والتصنيع من قبل آخرين على خشبة المس رح، والتي تصبح في نفس الوقت عملية مماحكة وتجاذب معها عند تقديمها، و احسب ذلك ينطبق على عمل كريم جثير نفسه إثناء تحويل نصوصه المكتوبة على المسرح أيضاً. لا تخرج أغلب نصوص (الأقنعة) عن غرضها التوظيفي في منح المتعة والهدف المسرحي الأكاديمي. نصوص تجرح الوحدة الفاصلة بين هذه وتلك وتحاول المراوحة بينهما في جذب وتنافر. عرضرح، والتي تصبح في نفس الوقت عملية مماحكة وتجاذب معها عند تقديمها، و احسب ذلك ينطبق على عمل كريم جثير نفسه إثناء تحويل نصوصه المكتوبة على المسرح أيضاً. لا تخرج أغلب نصوص (الأقنعة) عن غرضها التوظيفي في منح المتعة والهدف المسرحي الأكاديمي. نصوص تجرح الوحدة الفاصلة بين هذه وتلك وتحاول المراوحة بينهما في جذب وتنافر.,,,كريم جثير,كريم-جثير,فنون وثقافة, غلاف ورقي,
التاريخ على خشبة المسرح الفرنسي,None,,,سلطان القاسمي,سلطان-القاسمي,فنون وثقافة, غلاف عادي,
التشكيل الحركي؛ الميزانسين في العرض المسرحي,None,,,عبد الصاحب نعمة مرعي,عبد-الصاحب-نعمة-مرعي,فنون وثقافة, غلاف عادي,
الكترا,None,,,لا يوجد,لا-يوجد,فنون وثقافة, غلاف ورقي,
مكبث,استند شكسبير إلى مواد أخذها من كتاب تاريخ استكتلندا الذي نشر عام 1587 للكاتب هولنشد و مكبث الشكسبيري ليس تماما نفس مكبث التاريخي لم يكن هولنشد مؤر خا يعتمد عليه إذ أنه مزج الحقيقة و الخيال معا فاتخذ المؤرخون العصريون الوقائع التالية من تاريخ مكبث الحقيقي . عرضخا يعتمد عليه إذ أنه مزج الحقيقة و الخيال معا فاتخذ المؤرخون العصريون الوقائع التالية من تاريخ مكبث الحقيقي .,,,وليم شكسبير,وليم-شكسبير,فنون وثقافة, غلاف عادي,
المعرفة والعقاب؛ قراءات في الخطاب المسرحي العربي,None,,,عواد علي,عواد-علي,فنون وثقافة, غلاف ورقي,
يلي... خلق علق,في هذه المسرحية يتشرف السيد المونولوجيست والممثل يوسف إسماعيل البستوني، بدعوتكم إلى حضور حفلة انتحار Live، وعلى الهواء مباشرة في ساعة ما، من زمن م ا، من التوقيت المحلي والعالمي. ودائماً ضبطاً على توقيت غرينيتش. الدعوة عامة. ويلي موته حفلة كوكتيل. عرضا، من التوقيت المحلي والعالمي. ودائماً ضبطاً على توقيت غرينيتش. الدعوة عامة. ويلي موته حفلة كوكتيل.,,,يحيى جابر,يحيى-جابر,فنون وثقافة, غلاف ورقي,
أوليات المسرح في اليمن,None,,,عبد العزيز المقالح,عبد-العزيز-المقالح,فنون وثقافة, غلاف عادي,
حركة النقد المسرحي في سورية 1967 - 1988,None,,,حورية محمد حمو,حورية-محمد-حمو,فنون وثقافة, غلاف ورقي,
هاملت بلا هاملت وسيدرا,None,,,خزعل الماجدي,خزعل-الماجدي,فنون وثقافة, غلاف ورقي,
شمشون الجبار,None,,,سلطان القاسمي,سلطان-القاسمي,فنون وثقافة, غلاف ورقي,
المتحذلقات السخيفات,"(المتحذلقات) ملهاة ساخرة للفرنسي المبدع جان باتيست بوكلان ""موليير"" يتعرض فيها لعيوب مجتمعه وما فيه من مظاهر التخلف والإسراف في حياة يكتنفها الرياء والكذب متخذاً لها نماذج من نساء عصره اللواتي نزحن من الريف الباريسي إلى المدينة، ورحن يقلدن صاحبات الصالونات عرضوالكذب متخذاً لها نماذج من نساء عصره اللواتي نزحن من الريف الباريسي إلى المدينة، ورحن يقلدن صاحبات الصالونات",,,موليير,موليير,فنون وثقافة, غلاف عادي,
مكبث مسرحية في خمسة فصول,None,,,وليم شكسبير,وليم-شكسبير,فنون وثقافة, غلاف ورقي,
